experiment,preprocessing_group,model,preprocessing,preprocessing_steps,preprocessing_config,real_ratio,augmentation,seed,training_mode,requested_epochs,actual_epochs_ran,best_epoch,warmup_epochs,patience,min_delta,weight_decay,gradient_clip_norm,scheduler_type,device,full_train_size,selected_train_size,val_size,test_size,class_counts_selected,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,checkpoint_path,selected_by
expanded_preprocessing_comparison,single,ResNet18,train_featurewise_zscore,"[""train_featurewise_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,76,61,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9516129032258065,0.9358315732154336,0.9509190994666007,0.93,0.895484558014408,0.9283428434317591,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_train_featurewise_zscore_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,robust_scaling,"[""robust_scaling""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,65,50,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9415322580645161,0.9262451352314895,0.9408800588259065,0.912,0.8679703342788468,0.9097399964439778,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_robust_scaling_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,train_global_zscore,"[""train_global_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,52,37,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9274193548387096,0.9154353863811925,0.9268060505836343,0.914,0.8689442590322148,0.9111215812787015,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_train_global_zscore_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,savgol_smoothing,"[""savgol_smoothing""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,56,41,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9274193548387096,0.9152861421229849,0.9262461839012414,0.914,0.873858919687951,0.9116735677515133,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_savgol_smoothing_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,moving_average_smoothing,"[""moving_average_smoothing""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,60,45,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9354838709677419,0.9149784856409126,0.9350956336390027,0.926,0.892025453312118,0.9235104071583764,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_moving_average_smoothing_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,minmax_scaling,"[""minmax_scaling""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,58,43,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9274193548387096,0.91209683246947,0.9269420641239883,0.936,0.9083342595214781,0.9346561522412675,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_minmax_scaling_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,none,"[""none""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,64,49,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9254032258064516,0.9097214195866876,0.9243693890362009,0.922,0.8873586981288033,0.9204485258356195,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_none_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,per_sample_zscore,"[""per_sample_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,47,32,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9133064516129032,0.9054451462340408,0.9130567321735381,0.918,0.8763174415363987,0.9148064907176178,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_per_sample_zscore_best.pt,validation_macro_f1
expanded_preprocessing_comparison,single,ResNet18,per_sample_featurewise_zscore,"[""per_sample_featurewise_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,43,28,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.530241935483871,0.45464044025989925,0.523521387556044,0.492,0.3970425887476579,0.4921572113907598,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_single_resnet18_per_sample_featurewise_zscore_best.pt,validation_macro_f1
