experiment,preprocessing_group,model,preprocessing,preprocessing_steps,preprocessing_config,real_ratio,augmentation,seed,training_mode,requested_epochs,actual_epochs_ran,best_epoch,warmup_epochs,patience,min_delta,weight_decay,gradient_clip_norm,scheduler_type,device,full_train_size,selected_train_size,val_size,test_size,class_counts_selected,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,checkpoint_path,selected_by
expanded_preprocessing_comparison,combination,ResNet18,savgol_smoothing+train_global_zscore,"[""savgol_smoothing"", ""train_global_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,57,42,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9536290322580645,0.9471723960821734,0.9534241059800894,0.906,0.851252002689786,0.9018525880560702,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_combination_resnet18_savgol_smoothing__train_global_zscore_best.pt,validation_macro_f1
expanded_preprocessing_comparison,combination,ResNet18,moving_average_smoothing+minmax_scaling,"[""moving_average_smoothing"", ""minmax_scaling""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,57,42,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9516129032258065,0.9444606170910365,0.9515665153510636,0.94,0.9008190484698856,0.9388442068941951,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_combination_resnet18_moving_average_smoothing__minmax_scaling_best.pt,validation_macro_f1
expanded_preprocessing_comparison,combination,ResNet18,savgol_smoothing+train_featurewise_zscore,"[""savgol_smoothing"", ""train_featurewise_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,55,40,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9354838709677419,0.9286780629929947,0.9356453224954471,0.918,0.8846584467983679,0.9158648802243705,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_combination_resnet18_savgol_smoothing__train_featurewise_zscore_best.pt,validation_macro_f1
expanded_preprocessing_comparison,combination,ResNet18,savgol_smoothing+minmax_scaling,"[""savgol_smoothing"", ""minmax_scaling""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,74,59,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9415322580645161,0.9261600761208751,0.9410926543337949,0.922,0.8912942757676544,0.9200536394331448,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_combination_resnet18_savgol_smoothing__minmax_scaling_best.pt,validation_macro_f1
expanded_preprocessing_comparison,combination,ResNet18,moving_average_smoothing+train_featurewise_zscore,"[""moving_average_smoothing"", ""train_featurewise_zscore""]","{""moving_average_smoothing"": {""padding_mode"": ""edge"", ""window_size"": 5}, ""savgol_smoothing"": {""mode"": ""interp"", ""polyorder"": 2, ""window_length"": 11}}",0.25,false,42,controlled_generalization,100,55,40,20,15,0.001,0.0001,1.0,plateau,cuda,3977,992,496,500,"{""0"": 131, ""1"": 88, ""2"": 293, ""3"": 99, ""4"": 241, ""5"": 80, ""6"": 60}",0.9415322580645161,0.9227363585422248,0.9410168100064651,0.928,0.885945943910774,0.9266713762304838,C:\Users\dhgyd\Desktop\prj\WIFI-CSI-HAR\results\checkpoints\final_preprocessing_combination_resnet18_moving_average_smoothing__train_featurewise_zscore_best.pt,validation_macro_f1
