augmentation_add_ratio,n_conditions,models_covered,real_ratios_covered,mean_test_macro_f1,std_test_macro_f1,min_test_macro_f1,max_test_macro_f1,median_test_macro_f1,mean_test_accuracy,std_test_accuracy,mean_augmentation_gain_macro_f1,std_augmentation_gain_macro_f1,min_augmentation_gain_macro_f1,max_augmentation_gain_macro_f1,median_augmentation_gain_macro_f1,mean_augmentation_gain_accuracy,std_augmentation_gain_accuracy,positive_gain_count,zero_or_negative_gain_count,positive_gain_rate,reused_final_f5_count,trained_ablation_count,existing_ablation_count
0.5,9,"LeNet, ResNet101, ResNet18","0.5, 0.25, 0.1",0.8504422214731631,0.08730778495440542,0.6764427289628658,0.9486461142481594,0.861435832526691,0.8897777777777777,0.06946541905469544,0.07715666370432357,0.20200753543770666,-0.0251427570016652,0.6115277366908412,0.0125236401184551,0.05555555555555555,0.14954523655997132,5,4,0.5555555555555556,0,9,0
1.0,9,"LeNet, ResNet101, ResNet18","0.5, 0.25, 0.1",0.8366752346381608,0.08987902482571625,0.6868430821540057,0.9398387358765772,0.8664321937485415,0.8788888888888888,0.07135202247386621,0.06338967686932119,0.22773039356096156,-0.0503787769053375,0.6676339999079693,0.0023774197278556,0.04466666666666668,0.17177601695230915,5,4,0.5555555555555556,9,0,0
2.0,9,"LeNet, ResNet101, ResNet18","0.5, 0.25, 0.1",0.7451592629159838,0.26611638292360584,0.0649149922720247,0.928413010062272,0.8464221170395357,0.8077777777777778,0.20197387069728712,-0.028126294852855855,0.39250086970827064,-0.8712074818576795,0.69177150938862,-0.0049123718629843,-0.026444444444444416,0.2967604720608487,2,7,0.2222222222222222,0,9,0
